Review,food_rating,service_rating,atmosphere_rating,Review_clean,Review_en,sentiment
Menu 被藏起来，很多独特的sushi都说没有，选择少有点失望😞Meal type: …More,,,,Menu 被藏起来，很多独特的sushi都说没有，选择少有点失望😞Meal type:,"The menu is hidden, and many unique sushi say no, choosing a slightly disappointing Meal type:",negative
Recommended dishes寿司Wait time10-30 min,,,,Recommended dishes寿司Wait time10-30 min,Recommended dishes sushi Wait time 10-30 min,neutral
"Sushies r delicious & affordable but the hotae rice is very normal, used to be tastyFood: 4/5  |  Service: 4/5  |  Atmosphere: 3/5Noise levelQuiet, easy to talkParking spaceSomewhat difficult to find parkingParking optionsPaid street parking",4.0,4.0,3.0,"Sushies r delicious & affordable but the hotae rice is very normal, used to be tasty Noise levelQuiet, easy to talkParking spaceSomewhat difficult to find parkingParking optionsPaid street parking","Sushies r delicious & affordable but the hotae rice is very normal, used to be tasty Noise level Quiet, easy to talkParking spaceSome difficult to find parkingParking optionsPaid street parking",neutral
"fast service, as always, affordableFood: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Noise levelLoud, but you can still talk",5.0,5.0,5.0,"fast service, as always, affordable Noise levelLoud, but you can still talk","fast service, as always, affordable noise levelLoud, but you can still talk",positive
"A good variety of Sushi, with affordable prices. Worth to visit.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Group sizeSuitable for all group sizesWait timeNo wait",5.0,5.0,5.0,"A good variety of Sushi, with affordable prices. Worth to visit. Group sizeSuitable for all group sizesWait timeNo wait","A good variety of sushi, with affordable prices. Worth a visit. Group sizeSuitable for all group sizesWait timeNo wait",positive
Price per person:,,,,Price per person:,Price per person:,neutral
一进店服务员甩水到我身上 没道歉就算了还在那边跟其他人笑 不知道是没注意还是怎样 然后叫服务员叫半天不来 在那边不懂聊什么笑那么开心 食物上来更是“惊喜” 盘碗杯全部都是plastic的 每天那么多人来 没有钱？ 买不起碗？没有空？那么多服务员 洗不来碗？也就你的东西便宜才会那么多人来吧 服务是差的要死 …More,,,,一进店服务员甩水到我身上 没道歉就算了还在那边跟其他人笑 不知道是没注意还是怎样 然后叫服务员叫半天不来 在那边不懂聊什么笑那么开心 食物上来更是“惊喜” 盘碗杯全部都是plastic的 每天那么多人来 没有钱？ 买不起碗？没有空？那么多服务员 洗不来碗？也就你的东西便宜才会那么多人来吧 服务是差的要死,"One of the waiters in the store poured water on me and didn't apologize even when I was there laughing at other people and I didn't know if I was paying attention or what, and then I called the waiter and he didn't come for half a day and he didn't know what to talk about, and he was so happy, and the food came up and he was so surprised, and the dishes and cups were all plastic, and every day so many people came, and there was no money, and there was no space, and there were so many waiters who couldn't wash dishes, and it was cheap for you, and so many people would come, and it would be bad service to die.",negative
卫生条件嘛 总感觉桌子 酱料瓶等公用物品黏黏糊糊的。位子和邻座很靠近 难免会吵到。餐点大不如前 选择也变少了 品质嘛就so so。价格是亲民的啦！Meal type: …More,,,,卫生条件嘛 总感觉桌子 酱料瓶等公用物品黏黏糊糊的。位子和邻座很靠近 难免会吵到。餐点大不如前 选择也变少了 品质嘛就so so。价格是亲民的啦！Meal type:,"The sanitary conditions, the general feeling of the tables and food bottles and other utilities are stale. The place and the neighbors are very close, it is impossible to get close. The food is not as big as before, the choice is less, the quality is so so. The price is familiar! Meal type:",negative
"Food prices is very reasonable. Due to huge crowd, services may be compromised. Food quality is good.Food: 5/5  |  Service: 4/5  |  Atmosphere: 4/5",5.0,4.0,4.0,"Food prices is very reasonable. Due to huge crowd, services may be compromised. Food quality is good.","Food prices are very reasonable. Due to the huge crowd, services may be compromised. Food quality is good.",positive
Food: 5/5  |  Service: 4/5  |  Atmosphere: 4/5Noise levelModerate noiseWait timeNo wait,5.0,4.0,4.0,Noise levelModerate noiseWait timeNo wait,Noise levelModerate noiseWait timeNo wait,neutral
Not consistentSometimes sushi rice undercook sometimes sushi rice too muchService became less interactiveOrdering set meal using QROrdering sushi not on belt using paper sheets. Before pay need to ask for calculate exact amount of plates.Affordable Japanese sushi restaurant is becoming more to compete.Food: 3/5  |  Service: 3/5  |  Atmosphere: 3/5,3.0,3.0,3.0,Not consistentSometimes sushi rice undercook sometimes sushi rice too muchService became less interactiveOrdering set meal using QROrdering sushi not on belt using paper sheets. Before pay need to ask for calculate exact amount of plates.Affordable Japanese sushi restaurant is becoming more to compete.,Not consistentSometimes sushi rice undercook sometimes sushi rice too muchService became less interactiveOrdering set meal using QROrdering sushi not on belt using paper sheets.Before paying need to ask for calculation of exact amount of plates.Affordable Japanese sushi restaurant is becoming more to compete.,neutral
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
"Good place, need to q, good price, value for money, over the years, quality well controlled. Still worth to revisit.Food: 4/5  |  Service: 4/5  |  Atmosphere: 3/5ReservationNot sureWait time10-30 minParking spaceSomewhat difficult to find parkingParking optionsPaid street parking",4.0,4.0,3.0,"Good place, need to q, good price, value for money, over the years, quality well controlled. Still worth to revisit. ReservationNot sureWait time10-30 minParking spaceSomewhat difficult to find parkingParking optionsPaid street parking","Good place, need to q, good price, value for money, over the years, quality well controlled. Still worth revisiting. ReservationNot sureWait time10-30 minParking spaceSomehow difficult to find parkingParking optionsPaid street parking",positive
Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5Wait timeNo wait,4.0,4.0,4.0,Wait timeNo wait,Wait timeNo wait,neutral
Food: 2/5  |  Service: 2/5  |  Atmosphere: 2/5,2.0,2.0,2.0,,This is not the case.,negative
Food: 5/5  |  Service: 3/5  |  Atmosphere: 5/5,5.0,3.0,5.0,,This is not the case.,positive
Food: 4/5  |  Service: 3/5  |  Atmosphere: 4/5,4.0,3.0,4.0,,This is not the case.,neutral
服务态度非常的好，你进门的时候还特别有“礼貌”让你座在你的位置，手写单写好了没有人可以帮还要你自己拿去去非常的人性化，食物也是非常的好吃毛豆硬到跟石头一样还顺便锻炼牙齿了👍 …More,,,,服务态度非常的好，你进门的时候还特别有“礼貌”让你座在你的位置，手写单写好了没有人可以帮还要你自己拿去去非常的人性化，食物也是非常的好吃毛豆硬到跟石头一样还顺便锻炼牙齿了👍,"The service is very good, and when you walk in the door, it's very polite to let you sit in your seat, there's a handwritten note that no one can help you take it with you to be very humanized, and the food is also very good to eat mashed potatoes as hard as stone and to exercise your teeth as well.",positive
9pm start to close shop already..Seri Kembangan branch is the best!Service: 1/5  |  Atmosphere: 1/5,,1.0,1.0,9pm start to close shop already..Seri Kembangan branch is the best!,9pm start to close shop already..Seri Kembangan branch is the best!,negative
今天点了蒸水蛋 捧上来是冷的 结果吃了有点不太舒服 吐了两轮 希望日后能注意一下 🥲,,,,今天点了蒸水蛋 捧上来是冷的 结果吃了有点不太舒服 吐了两轮 希望日后能注意一下 🥲,"Today I stewed some steamed eggs, and it was cold, and the result was a little uncomfortable, and I spat out two rounds, hoping I'd pay attention to it later.",negative
Got one botak staff very rude attitude when serve customer. Disturbing & asking customer to put the ultery for him in impolite way. More than 2 times already & suspect purposely do it. Is it the customer responsibility to do job for staff?Service: 2/5,,2.0,,Got one botak staff very rude attitude when serve customer. Disturbing & asking customer to put the ultery for him in impolite way. More than 2 times already & suspect purposely do it. Is it the customer responsibility to do job for staff?,Got one botak staff very rude attitude when serving customer. disturbing & asking customer to put the ultery for him in an impolite way. more than 2 times already & suspiciously do it. Is it customer responsibility to do work for staff?,negative
Food: 4/5  |  Service: 5/5,4.0,5.0,,,This is not the case.,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Noise levelModerate noiseWait timeUp to 10 min,5.0,5.0,5.0,Noise levelModerate noiseWait timeUp to 10 min,Noise levelModerate noiseWait timeUp to 10 min,neutral
"Tried every outlet, first time coming to this outlet, gave me the qr code and just let myself look for the table, plate cracked at the corner. Staff wearing slippers at work, potato size is very oversize and a little undercook shown in photo below, sauce plate was so dirty, given the answer is “we use machine to wash the plate” very dirty. Ordered special sushi that is not in the menu “fried maki” at 7:15pm and was told the special maki can't be serve, only sell at morning and afternoon.  Had a very bad experience and very disappointed in the service, some staff don't even wear uniform at workFood: 2/5  |  Service: 1/5  |  Atmosphere: 1/5Wait timeUp to 10 minParking spaceSomewhat difficult to find parking",2.0,1.0,1.0,"Tried every outlet, first time coming to this outlet, gave me the qr code and just let myself look for the table, plate cracked at the corner. Staff wearing slippers at work, potato size is very oversize and a little undercook shown in photo below, sauce plate was so dirty, given the answer is “we use machine to wash the plate” very dirty. Ordered special sushi that is not in the menu “fried maki” at 7:15pm and was told the special maki can't be serve, only sell at morning and afternoon. Had a very bad experience and very disappointed in the service, some staff don't even wear uniform at work Wait timeUp to 10 minParking spaceSomewhat difficult to find parking","I tried every outlet, the first time I came to this outlet, gave me the qr code and just let me look for the table, plate cracked at the corner. Staff wearing slippers at work, potato size is very oversized and a little undercooked shown in the photo below, sauce plate was so dirty, given the answer is we use machine to wash the plate very dirty. Ordered special sushi that is not in the menu fried maki at 7:15pm and was told the special maki cannot be served, only sell in the morning and afternoon. Had a very bad experience and very disappointed in the service, some staff don't even wear uniform at work WaitUp to 10 minutes Parking spaceSome difficult to find",negative
AlwaysFood: 4/5  |  Service: 4/5  |  Atmosphere: 4/5,4.0,4.0,4.0,Always,Always .,positive
食物非常好吃，也多了很多新菜品，每个新菜品都很好吃，如果不在乎服务不在乎餐厅环境的人，可以为了他们的食物来。因为他们的服务员总是脸很黑，而且送食物上桌时总是很用力的放在桌上，好像在向我们抱怨他们的负面情绪一样😂还有就是他们收拾碗盘然后倒进盆时总是发出很大很大的动静，碗盘的碰撞声很刺耳很吵，还不是一次两次，而是很常这样。还有就是他们的卫生不太好，地上，椅子很脏，他们抹盖寿司的透明盖时，用的是同一片抹布，没看见他们去洗。 …More,,,,食物非常好吃，也多了很多新菜品，每个新菜品都很好吃，如果不在乎服务不在乎餐厅环境的人，可以为了他们的食物来。因为他们的服务员总是脸很黑，而且送食物上桌时总是很用力的放在桌上，好像在向我们抱怨他们的负面情绪一样😂还有就是他们收拾碗盘然后倒进盆时总是发出很大很大的动静，碗盘的碰撞声很刺耳很吵，还不是一次两次，而是很常这样。还有就是他们的卫生不太好，地上，椅子很脏，他们抹盖寿司的透明盖时，用的是同一片抹布，没看见他们去洗。,"The food is very good, and there are many new dishes, and every new dish is very good, and people who don't care about the service don't care about the restaurant environment can come for their food. Because their waiters are always face black, and it's always useful to put food on the table, as if to complain to us about their negative emotions.",positive
"Excellent food overall. Been here many times.Food: 5/5  |  Service: 4/5  |  Atmosphere: 4/5Recommended dishesVariety of Sushi, Miso Soup, Salmon Head TeriyakiNoise levelModerate noise",5.0,4.0,4.0,"Excellent food overall. Been here many times. Recommended dishesVariety of Sushi, Miso Soup, Salmon Head TeriyakiNoise levelModerate noise","I've been here many times, recommended dishes, variety of sushi, miso soup, salmon head Teriyaki Noise level, moderate noise.",positive
Like it.  The decoration are nice any relaxing. You can enjoy your meal without rush. The parking area are quiet enough. They serve you friendly and your order will be fast ask they place your order systematically.Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5,4.0,4.0,4.0,Like it. The decoration are nice any relaxing. You can enjoy your meal without rush. The parking area are quiet enough. They serve you friendly and your order will be fast ask they place your order systematically.,"You can enjoy your meal without hurry, the parking area is quiet enough, they serve you friendly and your order will be fast ask they place your order systematically.",positive
"The food is affordable and tastes good, and I’ve been eating here for many years.However, the staff at this branch really have very poor service attitude. They keep chatting with each other and don’t pay attention when we call them. Every time I come here, it’s the same experience… really disappointing.Food: 4/5  |  Service: 1/5  |  Atmosphere: 3/5Noise levelModerate noise",4.0,1.0,3.0,"The food is affordable and tastes good, and I’ve been eating here for many years.However, the staff at this branch really have very poor service attitude. They keep chatting with each other and don’t pay attention when we call them. Every time I come here, it’s the same experience… really disappointing. Noise levelModerate noise","The food is affordable and tastes good, and I've been eating here for many years. However, the staff at this branch really have a very poor service attitude. They keep chatting with each other and don't pay attention when we call them. Every time I come here, it's the same experience... really disappointing. Noise levelModerate noise",negative
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
不知道可以讲什么，自己去体会Meal type: …More,,,,不知道可以讲什么，自己去体会Meal type:,"I don't know what to say, so go and experience Meal type for yourself:",negative
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Group size5-8 peopleWait timeNo wait,5.0,5.0,5.0,Group size5-8 peopleWait timeNo wait,Group size5-8 peopleWait timeNo wait,positive
算错钱第二次了！Price per person: …More,,,,算错钱第二次了！Price per person:,This is the second time I've miscalculated money!,negative
好吃👍Food: …More,,,,好吃👍Food:,It's good to eat 🙂 Food:,positive
Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5Wait timeUp to 10 minSeating typeIndoor dining area,4.0,4.0,4.0,Wait timeUp to 10 minSeating typeIndoor dining area,Wait timeUp to 10 minSitting typeIndoor dining area,positive
不错选择的一个用餐地点Meal type: …More,,,,不错选择的一个用餐地点Meal type:,It's a great place to eat Meal type:,positive
"Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Noise levelQuiet, easy to talkWait time10-30 min",5.0,5.0,5.0,"Noise levelQuiet, easy to talkWait time10-30 min","Noise level Quiet, easy to talkWait time10-30 min",positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5Noise levelModerate noiseWait timeUp to 10 min,5.0,5.0,5.0,Noise levelModerate noiseWait timeUp to 10 min,Noise levelModerate noiseWait timeUp to 10 min,positive
来两次，两次招待员样子不能看，有位了也不想让我进来，还继续让我在外面等。,,,,来两次，两次招待员样子不能看，有位了也不想让我进来，还继续让我在外面等。,"I came twice, and the host looked like he couldn't see me, and there was someone who didn't want me to come in, and he kept asking me to wait outside.",negative
服务太差了~ 点餐有没有进电脑也检查个半天进了一次居然还有漏单。出菜也能出漏一问三不知。也没有礼貌的回答。我们点8杯水只来4杯，我们礼貌的询问 他们也只是回答还有几杯还有几杯。 …More,,,,服务太差了~ 点餐有没有进电脑也检查个半天进了一次居然还有漏单。出菜也能出漏一问三不知。也没有礼貌的回答。我们点8杯水只来4杯，我们礼貌的询问 他们也只是回答还有几杯还有几杯。,"The service is too bad - the menu is checked on the computer and every day and a half and there are also leaks. The menu can also leak a question or three I don't know. There are no polite answers. We drink 8 glasses of water and only 4 glasses, our polite questions they also answer only a few more glasses and a few more glasses.",negative
Recommended dishesVariety of SushiGroup size2 people,,,,Recommended dishesVariety of SushiGroup size2 people,Recommended dishesVariety of sushiGroup size2 people,positive
I love this sushi but take away condiment is too little.Food: 3/5  |  Service: 4/5  |  Atmosphere: 4/5ReservationReservations not requiredWait time10-30 min,3.0,4.0,4.0,I love this sushi but take away condiment is too little. ReservationReservations not requiredWait time10-30 min,I love this sushi but take away condiments is too little.,positive
Food: 5/5  |  Service: 3/5  |  Atmosphere: 3/5,5.0,3.0,3.0,,This is not the case.,positive
"On Wednesday 2nd July 2025, we visited Sushi Mentai in Malim Jaya. Surprisingly, at 6:30 PM, we were able to get seats without having to queue, which is uncommon as there’s usually a queue of 3 to 4 tables by 6 PM on weekends.Our all-time favorite is the SP12, which is salmon topped with some crunchy tempura and cucumber. The taste is delightful, especially after 80% of the salmon surface is lightly torched. It’s a dish we always enjoy.The space, however, is quite cramped and narrow, leaving little room for children to move around. It’s something to consider if dining with kids.As for pricing, each red plate costs RM3 and each yellow plate is RM2. Hot tea is priced at RM1 per glass. For a total of 12 red plates and 7 yellow plates, shared among three adults, our total bill came to RM60. It’s a pretty affordable option for Japanese food.Food: 5/5  |  Service: 4/5  |  Atmosphere: 3/5Wait timeUp to 10 minSeating typeIndoor dining areaParking spaceSomewhat difficult to find parkingParking optionsFree of charge street parking",5.0,4.0,3.0,"On Wednesday 2nd July 2025, we visited Sushi Mentai in Malim Jaya. Surprisingly, at 6:30 PM, we were able to get seats without having to queue, which is uncommon as there’s usually a queue of 3 to 4 tables by 6 PM on weekends.Our all-time favorite is the SP12, which is salmon topped with some crunchy tempura and cucumber. The taste is delightful, especially after 80% of the salmon surface is lightly torched. It’s a dish we always enjoy.The space, however, is quite cramped and narrow, leaving little room for children to move around. It’s something to consider if dining with kids.As for pricing, each red plate costs RM3 and each yellow plate is RM2. Hot tea is priced at RM1 per glass. For a total of 12 red plates and 7 yellow plates, shared among three adults, our total bill came to RM60. It’s a pretty affordable option for Japanese food. Wait timeUp to 10 minSeating typeIndoor dining areaParking spaceSomewhat difficult to find parkingParking optionsFree of charge street parking","On Wednesday 2nd July 2025, we visited Sushi Mentai in Malim Jaya. Surprisingly, at 6:30 pm, we were able to get seats without having to queue, which is uncommon as there is usually a queue of 3 to 4 tables by 6 pm on weekends.Our all-time favorite is the SP12, which is salmon topped with some crunchy tempura and cucumber. The taste is delightful, especially after 80% of the salmon surface is lightly burned. It's a dish we always enjoy. The free space, however, is quite cramped and narrow, leaving little room for children to move around. It's something to consider if dining with each child. As for pricing, the red plate costs RM3 and each yellow plate is RM2. Hot tea is priced at a total of RM1 per person. For a type of 12 glass plates and three yellow plates, it's difficult to charge a parking space for 10 minutes.",positive
"I ordered a bowl of noodles. The noodles were ready, but no one went to get them. After waiting for a long time, I found that the noodles were ready at the door of the meal. The noodles were cold. I talked to the waiter, but the waiter replied o .Food: 1/5  |  Service: 1/5  |  Atmosphere: 1/5",1.0,1.0,1.0,"I ordered a bowl of noodles. The noodles were ready, but no one went to get them. After waiting for a long time, I found that the noodles were ready at the door of the meal. The noodles were cold. I talked to the waiter, but the waiter replied o .","I ordered a bowl of noodles. The noodles were ready, but no one went to get them. After waiting for a long time, I found that the noodles were ready at the door of the meal. The noodles were cold. I spoke to the waiter, but the waiter replied o.",negative
A solid option for affordable yet quality sushi in MelakaFood: 4/5  |  Service: 3/5  |  Atmosphere: 4/5,4.0,3.0,4.0,A solid option for affordable yet quality sushi in Melaka,A solid option for affordable yet quality sushi in Melaka,positive
Group size3-4 peopleWait time10-30 min,,,,Group size3-4 peopleWait time10-30 min,Group size 3-4 peopleWait time10-30 min,neutral
Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5Recommended dishes寿司Group size3-4 peopleKid-friendliness适合,4.0,4.0,4.0,Recommended dishes寿司Group size3-4 peopleKid-friendliness适合,Recommended dishes Sushi Group size 3-4 peopleKid-friendliness Suitable,positive
"Staff super unfriendly, as if the customers owe them money. The menus weren't even taken away when the food was served. Waiters who served our food basically shoved it onto our table. We ordered a side dish and IT WAS PASSED TO US OVER THE CONVEYOR BELT. Absolutely terrible service.If the service was bad and the food was good, it might be excusable, but the food was not even good. The ramen broth was water, lacking in flavor. The ramen itself has this weird soggy texture.Side note: I wish they would separate the tempura from the udon. It's one small thing to do that's logical.The only redeeming quality is the price. It's cheaper than a lot of the Japanese places in Melaka. But if I were you, I wouldn't waste this money.Food: 2/5  |  Service: 1/5  |  Atmosphere: 2/5Noise levelModerate noiseWait timeUp to 10 min",2.0,1.0,2.0,"Staff super unfriendly, as if the customers owe them money. The menus weren't even taken away when the food was served. Waiters who served our food basically shoved it onto our table. We ordered a side dish and IT WAS PASSED TO US OVER THE CONVEYOR BELT. Absolutely terrible service.If the service was bad and the food was good, it might be excusable, but the food was not even good. The ramen broth was water, lacking in flavor. The ramen itself has this weird soggy texture.Side note: I wish they would separate the tempura from the udon. It's one small thing to do that's logical.The only redeeming quality is the price. It's cheaper than a lot of the Japanese places in Melaka. But if I were you, I wouldn't waste this money. Noise levelModerate noiseWait timeUp to 10 min","The staff was super unfriendly, as if the customers owed them money. The menus weren't even taken away when the food was served. The waiters who served our food basically pushed it onto our table. We ordered a side dish and it was passed to us over the conveyor belt. Absolutely terrible service. If the service was bad and the food was good, it might be excusable, but the food wasn't even good. The ramen broth was water, lacking in flavor. The ramen itself has this weird damp texture. Side note: I wish they would separate the tempura from the udon. It's one small thing to do that's logical. The only redeeming quality is the price. It's cheaper than a lot of the Japanese money places in Melaka. But if I were you, I wouldn't waste this noise.",negative
"Reasonable price !They put so many tables and really packed with customers, feels like we were dine at foodcourtFood: 4/5  |  Service: 4/5  |  Atmosphere: 4/5Noise levelModerate noiseWait timeNo wait",4.0,4.0,4.0,"Reasonable price !They put so many tables and really packed with customers, feels like we were dine at foodcourt Noise levelModerate noiseWait timeNo wait","They put so many tables and really packed with customers, feels like we were dining at foodcourt Noise levelModerate noiseWait timeNo wait",positive
Nice clean environment.Value for money.Food: 4/5  |  Service: 4/5  |  Atmosphere: 5/5Group size3-4 peopleSeating typeIndoor dining areaParking spaceNot sure,4.0,4.0,5.0,Nice clean environment.Value for money. Group size3-4 peopleSeating typeIndoor dining areaParking spaceNot sure,Nice clean environment. Value for money. Group size 3-4 people Seating typeIndoor dining areaParking spaceNot sure,positive
Food: 5/5  |  Service: 5/5  |  Atmosphere: 4/5,5.0,5.0,4.0,,This is not the case.,positive
第一次来也是最后一次来，服务态度太差…员工没礼貌拿order直接用拉的..不耐烦…戴眼镜穿蓝衣服有点胖的..不是来吃免费的有给钱的呢…好像我们顾客欠你似的…Order type: …More,,,,第一次来也是最后一次来，服务态度太差…员工没礼貌拿order直接用拉的..不耐烦…戴眼镜穿蓝衣服有点胖的..不是来吃免费的有给钱的呢…好像我们顾客欠你似的…Order type:,"The first time and the last time, the service was so bad... the employees were not polite to take orders directly... they were impatient... wearing glasses in blue clothes a little fat... not to eat for free or give money... like our customers owe you... Order type:",negative
"Place is small, very congested ,aircond not cold enough.  Food is OK.Food: 3/5  |  Service: 3/5  |  Atmosphere: 3/5Noise levelLoud, but you can still talk",3.0,3.0,3.0,"Place is small, very congested ,aircond not cold enough. Food is OK. Noise levelLoud, but you can still talk","The place is small, very congested, air conditioning not cold enough. Food is okay. Noise levelLoud, but you can still talk",neutral
"This sushi restaurant offers a wide selection of sushi at reasonable prices, all within a cozy atmosphere and with friendly service.Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5",5.0,5.0,5.0,"This sushi restaurant offers a wide selection of sushi at reasonable prices, all within a cozy atmosphere and with friendly service.","This sushi restaurant offers a wide selection of sushi at reasonable prices, all in a cozy atmosphere and with friendly service.",positive
Food: 4/5  |  Service: 4/5  |  Atmosphere: 4/5,4.0,4.0,4.0,,This is not the case.,positive
"I had lunch today at Sushi Mentai (Malim branch) and unfortunately, the experience was quite disappointing. The sushi rice was a bit hard and loosely packed (松散), which affected the overall texture. The wasabi also lacked flavour. Service-wise, the staff's attitude left room for improvement, and the serving speed was very slow. I hope the management can look into these issues to improve the dining experience for future customers.Food: 2/5  |  Service: 2/5  |  Atmosphere: 4/5Noise levelLoud, but you can still talkSpecial offersNot sure",2.0,2.0,4.0,"I had lunch today at Sushi Mentai (Malim branch) and unfortunately, the experience was quite disappointing. The sushi rice was a bit hard and loosely packed (松散), which affected the overall texture. The wasabi also lacked flavour. Service-wise, the staff's attitude left room for improvement, and the serving speed was very slow. I hope the management can look into these issues to improve the dining experience for future customers. Noise levelLoud, but you can still talkSpecial offersNot sure","I had lunch today at Sushi Mentai (Malim branch) and unfortunately, the experience was quite disappointing. The sushi rice was a bit hard and loosely packed (loose), which affected the overall texture. The wasabi also lacked flavor.",negative
"The food here is tasty and affordable. But, for the business owner,please take note of your restaurant condition and staffing needs. When afternoon comes, with Malaysia's hot weather. Your four big airconds no longer functioning well. Even more when the restaurant is loaded with people(full house). The seating arrangement is too crowded, not suitable for families with small kids. You want to earn so much at one time by putting such many seats. But, the comfort level is compromised. Your staffs weren't happy working, all drenched with sweat. They also quarreled in front of customers. How can they prepare hygienic food and provide quality services?the dirty used mop is left near the sink area at the toilet entrance. A small girl who just wanted to go for a hand wash got their dress all wet from the dirty mop. Oh my God. Horrible experience coming here. I think I made a written-complaint before regarding the facilities and services, but seems like no actions taken. Today, I decided to take this to google review. One day, your business will suffer if you let these petty issues prolong,without putting your customers'and staffs' needs first.Food: 4/5  |  Service: 1/5  |  Atmosphere: 1/5",4.0,1.0,1.0,"The food here is tasty and affordable. But, for the business owner,please take note of your restaurant condition and staffing needs. When afternoon comes, with Malaysia's hot weather. Your four big airconds no longer functioning well. Even more when the restaurant is loaded with people(full house). The seating arrangement is too crowded, not suitable for families with small kids. You want to earn so much at one time by putting such many seats. But, the comfort level is compromised. Your staffs weren't happy working, all drenched with sweat. They also quarreled in front of customers. How can they prepare hygienic food and provide quality services?the dirty used mop is left near the sink area at the toilet entrance. A small girl who just wanted to go for a hand wash got their dress all wet from the dirty mop. Oh my God. Horrible experience coming here. I think I made a written-complaint before regarding the facilities and services, but seems like no actions taken. Today, I decided to take this to google review. One day, your business will suffer if you let these petty issues prolong,without putting your customers'and staffs' needs first.","The food here is tasty and affordable. But, for the business owner, please take note of your restaurant condition and staffing needs. When the afternoon comes, with Malaysia's hot weather. Your four big air conditioners no longer function well. Even more when the restaurant is loaded with people(full house). The seating arrangement is too crowded, not suitable for families with small children. You want to earn so much at a time by putting in so many seats. But, the comfort level is compromised. Your staff were not happy working, all wet with sweat. They also quarrelled in front of customers. How can they prepare hygienic food and provide services? the used mop is left near the sink area at the entrance to the toilet. A little girl who wanted to go for a wet hand wash got all their dirty mop. Oh my God. I think the staff has made a terrible experience here, but today I'll let you take a look at these services, but one day before putting these services down, I'll have to take a horrible action.",negative
"The prices are affordable and the food is ok. However, there was a bad smell coming from the trash bin, which was noticeable during the meal. One of the staff used the same cloth to wipe both the table and the chair cushions. I reminded the staff on the spot not to do that, but he ignored me and continued wiping several chairs. Some chairs had a lot of food crumbs, and the staff wiped the entire surface, while for others, he used the cloth to pick up the crumbs directly.Food: 4/5  |  Service: 1/5  |  Atmosphere: 1/5Group size3-4 peopleWait timeNo waitVegetarian optionslessParking spaceDifficult to find parkingParking optionsPaid street parking",4.0,1.0,1.0,"The prices are affordable and the food is ok. However, there was a bad smell coming from the trash bin, which was noticeable during the meal. One of the staff used the same cloth to wipe both the table and the chair cushions. I reminded the staff on the spot not to do that, but he ignored me and continued wiping several chairs. Some chairs had a lot of food crumbs, and the staff wiped the entire surface, while for others, he used the cloth to pick up the crumbs directly. Group size3-4 peopleWait timeNo waitVegetarian optionslessParking spaceDifficult to find parkingParking optionsPaid street parking","The prices are affordable and the food is ok. However, there was a bad smell coming from the garbage can, which was noticeable during the meal. One of the staff used the same cloth to wipe both the table and the chair cushions. I reminded the staff on the spot not to do that, but he ignored me and continued to wipe several chairs. Some chairs had a lot of food crumbs, and the staff wiped the entire surface, while for others, he used the cloth to pick up the crumbs directly. Group size3-4 peopleWait timeNo waitVegetarian optionsParking spaceDifficult to findParking optionsPaid street parking",negative
食物不错 感觉新鲜Meal type: …More,,,,食物不错 感觉新鲜Meal type:,Food is good and feels fresh Meal type:,positive
食物美味，出菜快速 价钱公道Meal type: …More,,,,食物美味，出菜快速 价钱公道Meal type:,"Food is delicious, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, food is fast, and food is fast.",positive
"Noise levelLoud, but you can still talkGroup size2 peopleWait time10-30 min",,,,"Noise levelLoud, but you can still talkGroup size2 peopleWait time10-30 min","Noise levelLoud, but you can still talkGroup size2 peopleWait time10-30 min",neutral
Food: 5/5  |  Service: 5/5  |  Atmosphere: 5/5,5.0,5.0,5.0,,This is not the case.,positive
